"Label","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36"
"1",0.26194428065915804,0.0150573638005791,-0.0672998072534008,-0.203922513869528,0.24085565563851102,0.183022635633517,0.149898103931552,0.0507975272753848,0.186719205101149,-0.0531855053274866,-0.108120424735354,-0.0340103444516566,0.17168680473484701,0.15414793291924903,0.125095100790883,0.0554784044360878,0.0195381622550455,-0.0968161902259132,0.09453973733743459,-0.0894876297609749,0.237486853523202,0.28060306101347704,0.170360991173304,0.0731173052880181,-0.129093413786444,-0.29094971682930304,0.139755815307256,0.0455423889697135,0.287532145282055,0.33662820175676905,0.25184054756782104,0.09125563633240989,-0.14286,-0.6,-0.28570999999999996,-0.1
"1",0.24615102340008801,-0.32942052244469805,-0.249160232901199,-0.22436026562754502,0.12812377777712902,0.08466151115043209,0.0947306224060628,0.0539285918989402,0.583661702841006,-0.11750707651967401,-0.076330318053713,-0.039214856360417896,0.30380106196135903,0.16752252719947203,0.16644724410973,0.110686356914603,-1.2374718709228,-0.18616119302584402,-0.344644612755096,-0.283013826510276,0.318031911979813,0.265398429148534,0.19726065523778502,0.126013606376845,-0.9601312875396911,-0.124047899245927,-0.353540119342787,-0.0439077550712005,0.36504153733166605,0.27050104720586504,0.20235208389565,0.141196287426475,-0.14286,0.04,0.14286,0.05
"1",0.257743490340374,-0.442399648995533,-0.053840002530432196,-0.33729850751871504,0.25341806922383503,0.14685807086180602,0.12912004832771,0.0988985495606315,0.20032520834806603,-0.252370448151573,0.09380708304649701,-0.115080958872739,0.19696337412591203,0.14634440796071502,0.112309177101371,0.10751246480590301,-0.7306400658401,-0.5362648248511881,0.0646804487582983,-0.20096922656684102,0.242541762425095,0.310968890683543,0.16603074783852,0.15465160030997402,-0.16842554069277,0.377564029671899,0.12251441565915501,0.40482937971590804,0.40392111686062804,0.45203308853032204,0.31448699635497,0.20175081283530702,-0.14286,-0.08,0.14286,0.35000000000000003
"1",0.20600296933963402,-0.307649574860535,0.0023182012238380204,-0.46199606363698104,0.19495594741941402,0.12647975507213802,0.123759383362413,0.125788425973326,0.26943079650170504,-0.0163180092014995,0.160939734367774,-0.31075857297477405,0.25498242265312404,0.165601532230496,0.136635982134961,0.17408148728545803,-0.7718375223524141,-0.031301344145280796,0.14641988318586502,-0.0873831620744133,0.317314986789348,0.31765826868490105,0.19312796629113302,0.259764973300535,0.00796587039682926,0.42283568382358105,0.20054534841285301,0.5205993958033951,0.425265588732728,0.35898262891946103,0.26451950681422204,0.280548906284781,-0.57143,-0.52,0.047618999999999995,-0.15
"1",0.48177260187317106,-0.291531833343946,0.183195214604701,-0.477985854799133,0.285040051972765,0.197399999383777,0.16081096565195502,0.14881523886776102,0.24855300593033103,-0.24529350334728603,-0.0926943708501319,-0.09625021019566901,0.14705602073033602,0.13901902238785901,0.11729000948207101,0.128829988578577,-0.32274346117075403,-0.5263572302074581,0.0811650283931923,0.0587355676993364,0.21853379888384603,0.29831066282511,0.17344822795876202,0.190779927879854,0.317703076521947,-0.31159016064279604,0.127146606064512,0.5358722509313081,0.278883586759262,0.394267877985834,0.27171004494726503,0.208805384538771,-0.52381,-0.44,0.28570999999999996,0.8
"1",0.09031022659385579,-0.41674545423250303,-0.12607068388742,-0.43882645355980404,0.21179619405865102,0.227317554379931,0.135069020114358,0.16108048132885303,0.0868466621343936,-0.14613266787948,0.0681407767280685,-0.322102977981985,0.20367341773465802,0.23669516294219603,0.13418874426607202,0.16879683821017,-0.305944120830319,-0.11155841988253,0.0376175213614074,0.26708146588825904,0.16687997101767,0.180694287970207,0.117638994219,0.14863862186546,-0.28948655683019703,0.162706600886058,0.11766118761836801,0.271074581714333,0.31014875434681505,0.32041599032298,0.367954699541639,0.274973375510274,-0.47619,-0.2,0.52381,0.9500000000000001
"1",0.20239935363135303,-0.343674425038385,-4.0561899156896203E-4,-0.43469246125269806,0.222718974741437,0.201085607110279,0.20906974942657902,0.15634569919997,0.178758881913473,-0.35534898830694,0.0823895031158616,-0.161993329564144,0.19670514846706902,0.186318275212282,0.195694210773413,0.16727779080525101,-0.341051269803123,-0.399272161624077,0.0797579093875951,0.12242874905825601,0.19955078599879,0.20934828279240802,0.20757502498826103,0.179163382722441,-4.2180636452042106E-4,0.0970081500645512,0.0835788041770663,0.47193174293501805,0.21741326902756303,0.230416893506138,0.217519146361199,0.155652219042061,-0.66667,-0.28,0.90476,0.5
"1",0.523492738653037,-0.342914001951693,-0.0120995878107275,-0.227324091241694,0.198992007851884,0.180646222076421,0.20307645722105702,0.192922991810621,0.45712038164202806,0.20981193855238803,0.268676810717318,-0.36659079113665305,0.173762300518281,0.176527495685351,0.18093063985935,0.16865012245791902,-0.410421197303855,0.28757745572918403,-0.30475815914277604,0.545966245647851,0.21620884049951303,0.241956336830481,0.212473432075163,0.183871360293571,-0.013333945191622499,0.33907701456633604,-0.280607236829762,0.6935859738420981,0.22379360294355602,0.22833910021223403,0.19563572257442202,0.14743940304532702,-1.0,-0.64,0.90476,0.35000000000000003
"1",-0.21559969640839402,0.16240658064263702,0.0981059154722682,-0.9074507405991151,0.28219596661080504,0.26888356945555103,0.26217226108499103,0.196693716051762,-0.12543551282842502,-0.159882558572877,0.23883767187769,-0.6069367337509121,0.16418110219825702,0.20390326131972,0.19375186501180902,0.16667693328472402,0.105141907928693,-0.17791024416938,0.281223857616752,0.21242126699209501,0.17407503680803402,0.22689453641554602,0.202556686972083,0.21973718360284902,0.06751746747369419,0.28252144155547504,0.298951598222424,0.5220698329672641,0.18042955947253,0.22918937275201,0.21532542016213602,0.201577352436414,-0.57143,-0.2,0.42857,0.8
"1",0.5074557382328121,-0.0136082553825074,-0.21653636544216,0.0147213420855469,0.120379193997105,0.10685499823833801,0.126224273645119,0.034028567292324396,0.903226630121395,0.0309543494832218,0.28013163561778603,-0.0899111588824366,0.214264389066483,0.14245381284720002,0.16910306116214302,0.0411637322591976,-0.056709809636444,0.07247343640263,-0.28113106166824803,-0.11632213421157601,0.445297831240609,0.33352719466095204,0.268210718166213,0.064993760147857,-0.567633840888461,0.412573213209154,-0.176844081783244,0.0593414987222846,0.330887466020914,0.24905217560775803,0.168716604622296,0.0538036080685731,0.19047999999999998,0.04,-0.38094999999999996,0.2
